ID,transcription
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/nbcxa1PrIqEcwfymXMVa,ہیلو ریکارڈنگ گروپ 433 انٹریو، انٹریو ٹریڈ سے۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/1L1t10ARfMX4TBAzYSXQ9nNV26J2/Recordings/EQDh55J15Sb4ZujzL3gm,السلام علیکم ورحمۃ اللہ وبرکاتہ۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/eGncCC4hmSgxunZxGqqQfGwp3nE2/Recordings/JgnFVqDjgokQ1pHF5o5E,ہیلو، دور ہیلو، آپ کا نام کیا ہے؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/7YS42pilsHbyPPl6qCC1WbvNBp62/Recordings/ApNL0XK3B0tA04qIsk4A,ہیلو، کتے. اچھا کتا، اچھا کتا، اچھا کتا۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/Vt7Qy2Iue8T566WA0mJoUCz7APo1/Recordings/fwZShPhnSds2e0aLz5o8,ہیلو ہیلو
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/ZtO2OFyYd92lFdIqmALF,ہیلو، ہیلو میرے لڑکے، ہیلو.
projects/voice-clonning-b3160/databases/(default)/documents/Users/vivHSnqJXuZz0bjJQzp5YKa8rKl1/Recordings/pjvfnBOdjz83qga7dsjN,ہیلو، ہیلو، حسن، حسن، ہیلو، ہیلو، حسن، ہیلو، حسن۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/D51oTNQ9i7f0SmEFVW2wdvuNUpr2/Recordings/kKdrfleqBXI03VOXFmCI,ہیلو، ہیلو، ہیلو ہنگامہ خیز
projects/voice-clonning-b3160/databases/(default)/documents/Users/hGxSUjZ0CmUSe4Wob8cCQvlkkcD2/Recordings/HZ1LhFVoavizYRw7xIaX,ہیلو، ہیلو، ہیلو، عبدالمالک، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/vivHSnqJXuZz0bjJQzp5YKa8rKl1/Recordings/T3QORM5p1aIFTry0G8pM,ہیلو، ہیلو، ہیلو، ہیلو، ہیلو، حسن، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/KCxy9YJ0cebKEKAJvinmq8m9CgC3/Recordings/zSmdXSV6ve2XBh64Ka3U,ہیلو، ہیلو، ہیلو، ہیلو، ہیلو، ہیلو، ہیلو، ہیلو۔ تمہیں معلوم ہے.
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/G0EyRYu8un1y9b21QqQ3,ہیلو، ہیلو، ہیلو، ہیلو، ہیلو، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/5ohHPiw9JJW7Oa7KoS2hsKZs8pR2/Recordings/MozNtGRtRY1cWnPgwCG6,ہیلو، ہیلو، ہیلو، ہیلو، ہیلو، ہیلو۔ ہیلو.
projects/voice-clonning-b3160/databases/(default)/documents/Users/Zmn3ezB8eoQu6Z1q8tzL0SKYQOg2/Recordings/P7asMfhguPM9DFDssHqt,ہیلو، ہیلو، ہیلو، ہیلو، ہیلو، ہیلو...
projects/voice-clonning-b3160/databases/(default)/documents/Users/oPSWJmFEGXda2yb8RV5L2qxsGUy1/Recordings/u2PV24kkAVGdEACFWHQr,ہیلو، ہیلو، ہیلو، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/KoDW8pA7V7fpgyyDo5doHmy9ydD3/Recordings/sibnmX5k4t4LTKxBIM3b,ہیلو، ہیلو، ہیلو، ہیلو۔ ہیلو ہیلو.
projects/voice-clonning-b3160/databases/(default)/documents/Users/4WHufDMppqQVKUfxMLj64HfQ7Ly2/Recordings/FKFsDYC6Zlbz1aqkvpWS,ہیلو ہیلو ہیلو.
projects/voice-clonning-b3160/databases/(default)/documents/Users/vivHSnqJXuZz0bjJQzp5YKa8rKl1/Recordings/0yMV2MtwZGiWNfYYFe2L,ہیلو ہیلو ہیلو. ہیلو، آسنا۔ ہیلو.
projects/voice-clonning-b3160/databases/(default)/documents/Users/KQYr5KrZmfgFI2JS0Wt9JcYjzeI3/Recordings/n60P0veAEVIyX1L3pFu2,ہیلو، ہیلو، میں مائیک ٹیسٹر ہوں، مائیک ٹیسٹر۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/95BWOcW1zfan8WvfGVtqk93YuvB3/Recordings/tEhNVLGWvPjcofAPgddk,ہیلو، ہیلو، مائیک چیک کر رہا ہے۔ میرا نام اسماعیل خان ہے۔ میں ابتدائی ہوں۔ میں ایک طالب علم تھا.
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/uYjBFgkWpESv51dPxpyy,ہیلو، ہیلو، مائیک ریکارڈنگ، ایک، دو، تین۔ ہیلو، مائیک ریکارڈنگ، ایک، دو، تین۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/1HIXhPPnIn6KH76TuPi7,ہیلو، ہیلو، مائیک ٹیسٹنگ، 1، 2، 3، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/IiVGypPhaGQYe6BriwoVurW6f3X2/Recordings/dkW5COJt9D8A8tSEQd9Y,ہیلو، ہیلو، مائیک ٹیسٹنگ، 1، 2، 3۔ ہیلو، ہیلو، مائیک ٹیسٹنگ، 1، 2، 3۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/5ohHPiw9JJW7Oa7KoS2hsKZs8pR2/Recordings/sSxzY24DhzOurkytDQlx,ہیلو، ہیلو، مائیک ٹیسٹنگ، ایک، دو، تین، ہیلو، مائیک ٹیسٹنگ۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/5FCT2ITVVBQSYrtVccqm,ہیلو، ہیلو، مائیک ٹیسٹنگ، ایک، دو، تین۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/5FVtZfwNVINUAtyYkO60,ہیلو، ہیلو، مائیک ٹیسٹنگ، ایک، دو، تین۔ ہیلو، مائیک ٹیسٹنگ، ایک، دو، تین۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/TKB9qPDGgE4VXwsu8ML4,ہیلو، ہیلو، مائیک ٹیسٹنگ۔ یہ ساجد سنگھ ہندوستان سے ہیں۔ آپ سب پاکستان کو سلام۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/El3V6lU3Df0MBNxjomaa,ہیلو، ہیلو، مائیک جیکسن، 1، 2، 3، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/3ZD459Mjd2YUOaZkxmPbidz7hxg1/Recordings/7OE7ZoQP8IhfH5CSVj52,ہیلو، ہیلو، میری گواہی تین ہیلو
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/qwx0nAGyUqh6lq0BoOIU,ہیلو، ہیلو، یہ پاکستان سے مریم نواز ہیں۔ میں لندن جا رہا ہوں اور لندن میں کچھ اور جائیدادیں خریدوں گا اور پاکستانی عوام کو بے وقوف بناؤں گا۔ وہ خونی احمق احمق ہیں۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/DI1kULTNX2bxUCWnHoC76g4dV2b2/Recordings/0a4BdvaJ0ddHWC074lDx,ہیلو، ہیلو، یہ جیو نیوز سے شاہ خاشد ہیں۔ کیا پاکستان کے بارے میں کوئی خبر ہے؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/ajTH8HkrDWhhHDsL5q9CPfGy6Hc2/Recordings/TPW9YIyVhJIjLy96JScy,ہیلو ہیلو.
projects/voice-clonning-b3160/databases/(default)/documents/Users/KgoMUOdSh5RMpjTOTGXH64jKlCB2/Recordings/NoPBjORnpq0ZHT5NgKSC,ہیلو ہیلو
projects/voice-clonning-b3160/databases/(default)/documents/Users/4LxQ9ByLJRV1Nv1BMK6bmKbf9F63/Recordings/m0Jtj2sEKvjNDMejBvur,ہیلو آپ کیسے ہیں؟ میں ٹھیک ہوں، مجھے امید ہے کہ آپ بھی ٹھیک ہوں گے۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/ZrSt0UJYqdX7vicedoXwSR3foZJ3/Recordings/4c5dfty7XAa6J0Rh6Guy,ہیلو، مجھے امید ہے.
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/oPNuBnYpE6BRJQlq9mvv,ہیلو، مائیک ٹیسٹنگ، ایک، دو، تین، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/IxxOV8HkBOwJ6F8Tj5cn,ہیلو، مائیک ٹیسٹنگ، ایک، دو، تین، مائیک ٹیسٹنگ، ایک، دو، تین۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/DI1kULTNX2bxUCWnHoC76g4dV2b2/Recordings/y8ZvONGeNGWVcGKRLaoJ,ہیلو، مائیک ٹیسٹنگ 123۔ ہیلو، مائیک ٹیسٹنگ 123۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/NP6wX0PwOJYFqgRBkhTF,ہیلو، میرا ٹیسٹنگ 1، 2، 3
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/Bl388DO23BORw2lcChO8,ہیلو، میری جانچ، میری جانچ، ہیلو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/WjOfMg8MBTav3E3At3cLowB4Dv53/Recordings/plxcC74le4Cu3SURsodF,"Helló, nem r Whooang bant, ké10, bjá p3, b7v n és mjh jywz دوستی Snél a útv 4 CFR-D trep PaTcsen."
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/9aQhxDd8DEgfY9CTyTFf,ہیلو، ارجیت سنگھ کی ریکارڈنگ نمبر ایک۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/t3qB2k1VbwiQgqD6oEI7,ہیلو، عمران خان کی ریکارڈنگ نمبر دو۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/tCcLLfzPY3PawKfUEEaHeMCNSQ32/Recordings/vslsZvswdtfh8JwQLX7K,ہیلو سارنگ فون پر ہے۔ تم کہاں ہو، TK؟
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/0Z9MoIvqeAtKRO4cCu6P,ہیلو، ملتے ہیں!!
projects/voice-clonning-b3160/databases/(default)/documents/Users/4FAjdReGv4aZi4Y4piulMpi38KG2/Recordings/ib1ftmjv25twJgA41lMW,"یہاں ہم جاتے ہیں A san san kachariun, tay ung dışito Hãlareidé séh-luh chito. ایک سان سان کھا…."
projects/voice-clonning-b3160/databases/(default)/documents/Users/KlmFLseomBg0s73aO5fnlE5aRVu1/Recordings/IDIVd33eateU2h7pAXWl,ارے، یہ آپ کے ساتھ ڈونلڈ ٹرمپ ہے۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/q1Xrywp0xQQbpIZUanmlzbgmR662/Recordings/SmKdvfD8hlhZUkSBp9oU,ہیلو پرانجل، کے ہر دے چا ہو؟ بھیٹ گھاٹ پانی چاہینہ ٹا۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/EwxhVBBRrscMNFNVSwViqQU4YGY2/Recordings/UQZ7uTi8QWCDcnMdFG7k,میں Bayrek Obama ہوں اور میں یہ کہنے جا رہا ہوں کہ پاکستان آلودگی، ہوا، دھول کا ایک عظیم ملک ہے۔ عمران خان مجھے تم سے پیار ہے۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/38USvvdwVhY864MtxXSAIVqOPo82/Recordings/tQxs2OyNKzrMlcmnKzIj,اگر آپ نے لطف اٹھایا تو، براہ کرم سبسکرائب کریں اور اسے پسند کریں ~!
projects/voice-clonning-b3160/databases/(default)/documents/Users/49kZXqfHtITckndS13VjaNkQNIB3/Recordings/HFtd4zZMYYVIAX3NzkrW,اگر آپ کو میری ویڈیو پسند آئے تو میرے چینل کو سبسکرائب کریں۔ آپ کی حمایت کا شکریہ.
projects/voice-clonning-b3160/databases/(default)/documents/Users/49kZXqfHtITckndS13VjaNkQNIB3/Recordings/xj0e1Jmu7q66BcltsVdG,اگر آپ کو یہ ویڈیو پسند آئے تو میرے چینل کو سبسکرائب کریں۔ آپ کی حمایت کا شکریہ.
projects/voice-clonning-b3160/databases/(default)/documents/Users/SmPAXIuNoCQRbUVabfvSmmi5eUf2/Recordings/dNPjUG1BQgOHfKFGMOwq,لویا لالندو پتیسا، سکھیانو ریان دون پتیسا۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/DdSi4t5EdbVOw8t9YCqptvOfade2/Recordings/2MD5pY48GvM6NOyctM1Q,MEtrog لاگ لے جاتا ہے،
projects/voice-clonning-b3160/databases/(default)/documents/Users/4WHufDMppqQVKUfxMLj64HfQ7Ly2/Recordings/0jZa2fmjldIylBcx0EBK,اوریلہو، اوریلہو
projects/voice-clonning-b3160/databases/(default)/documents/Users/BgVQ4CQDZ6VRk0P38gGFXcDTUGx1/Recordings/dy9iFqoXuoRAByjcD8cb,آہستہ آہستہ یہ جاتا ہے، آہستہ آہستہ جاتا ہے۔
projects/voice-clonning-b3160/databases/(default)/documents/Users/26D2J43M38T6lhyIXVkBHWk9CX22/Recordings/ifFEmV1rngGOXyf1i0up,دیکھنے، تبصرہ کرنے، سبسکرائب کرنے، پسند کرنے کے لیے شکریہ اور آپ کو یہ گندگی مل رہی ہے شکریہ
projects/voice-clonning-b3160/databases/(default)/documents/Users/0sE5KWxFtCRzfsnbXrodyDuYOos1/Recordings/lZxLvTKSltBISQL6RpdV,کسی بھی طرح کی ذہنیت نہیں...
projects/voice-clonning-b3160/databases/(default)/documents/Users/gJp4ttwJ3XdSVkuYXabqyXDXSJy2/Recordings/XR8IsefdljwIUFOwlj8h,"ст clairвод, наконец-то,"
projects/voice-clonning-b3160/databases/(default)/documents/Users/5ApuYZkHkISPokSGtsW2HVHjy9r2/Recordings/d75jKiIp7nRs8Cz09eI0," اسلام علیکم میں امران کھان بات کر رہا ہوں میرے جتنے بھی لوگ ہیں آج کل لوڈ کے مجھے بہت تشہد کی دہ رہے ہیں مجھے مارا جائے Please help me, I am hurt"
projects/voice-clonning-b3160/databases/(default)/documents/Users/pPD8Ur5JU4NU6cJ3kM9MhIZaTgG2/Recordings/IF6XaXLAPHHqCG1qi6iA," بلوں بھگیں بالوںدہ کی کریں گی اویا را میں ت.."" پிڈیں"", پگیں گی میں کی گھانہ پہن Вас"
projects/voice-clonning-b3160/databases/(default)/documents/Users/baGJ6TxOLtb10AGaaTqneNee2ZF2/Recordings/0SWMn1HvGZiD3xMTEeaW," अगर आपको प्रश्चान करेंगे, तो क्या हो सकता है?"
projects/voice-clonning-b3160/databases/(default)/documents/Users/oaMrIh5qYYefNjnSCow1TdB74bf2/Recordings/jFjGxh4KUDcA6UTBMDNj," अना कहिंदी नभीला कहिंदी, केना नभीला रूंडा इसी बेठी तेना मैं खेंदी नभीला जहांन तु बास वेखना एदि गळ सुणी मैंना उन्हों जान कि कहा मैं कहीं शिजाधे यह कुली ही ना सीडि हो पर राख दो कहिंदा नहीं शिजाधी मुसे तो खुद नहीं हिला जाता"
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/Q0T3UjvLrobxsfdP0Ixj," अपाइन केरी रिकोडिंग पेज़ती, सानु ते पहुँझनी नहीं पही, कैंटा हो गई इंतजार करने ले असी"
projects/voice-clonning-b3160/databases/(default)/documents/Users/oaMrIh5qYYefNjnSCow1TdB74bf2/Recordings/VtowUoDOYEhj3Uct0afL," जिस तरह के तुसी मनु जान देओ मैं तुआड़ा अपना मरान खान, इननेने फिलाड मनु जेल वेच तुन्ने होया है।"
projects/voice-clonning-b3160/databases/(default)/documents/Users/N6rErvE0otP1hZdrvVJBO7tYDej1/Recordings/SMXXagw2UknuF5piPXqA," तेरी पेन्ड़ी फुदी मारू पेन्ड़ चोदो, कुटी के बचों तुम्हारी मा की चूत में मेरा लंड बेन चोद"
projects/voice-clonning-b3160/databases/(default)/documents/Users/4WHufDMppqQVKUfxMLj64HfQ7Ly2/Recordings/8kPUrbRap6b83y6IU58Z," ना तूइदे, ना पैन बेश करा, ना करा लोड़या"
projects/voice-clonning-b3160/databases/(default)/documents/Users/bwX8Y7cwmjZxysAB3w9Jns5nWoq1/Recordings/BF2WrjC3L7x8a0fgfVoQ," परिगरीत गो परिकंद ता वति सर्मदी वाला जता तैयाता तैयाता तैयाता तैयाता तामें बाने गाएगे बासके पीरे गाएगे आपको ना भी परिकाद गई लगे जता, परिगरीत गो परिकंद ता वति सर्मदी वाला जता तैयाता तैयाता"
projects/voice-clonning-b3160/databases/(default)/documents/Users/4FAjdReGv4aZi4Y4piulMpi38KG2/Recordings/lNfRfgyRsJKdU8z1HrOe," राजन दे यार बुलेया, सुनले पुकार बुलेया, तू ही मेरा आर बुलेया, आतिष तेरा, एक अखमार बुलेया"
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/mAkvtB6FzTX8QnpSyngM," हलो हलो सर्वर टेस्टिंग, सर्वर नया शिफ्ट किया आप देखते हैं अंसर क्या आता है"
projects/voice-clonning-b3160/databases/(default)/documents/Users/EwxhVBBRrscMNFNVSwViqQU4YGY2/Recordings/4zWT2h42VhVy5Wi07P02," हेलो, मैं लड़की हूँ एक लड़की"
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/N6Bs6qhw8JkaF8BPQRWe," அலோ, recording kyunni aari?"
projects/voice-clonning-b3160/databases/(default)/documents/Users/AqUnbKB2JrRxCbds1RylOa7KxVm2/Recordings/gDb3sMhenX1xKdQI9Dck," ಸದಿಜಾನಿತೆಗಿಔಗಾಣಾನಿರಲನವರನಾ ಅಗಾರನಿತಿದವರನಾ, ಚರಚರತಲದಾಕದರನಾನಾನಾಂ. ಸದದರತಲದಗಾಂಗರಮಾಂದದಗಾಂದದದದಯಾವಿನ ಚರಚರತಲದದದರನಾನಂ, ಅಗಾರನಿತಿತಿದವರನಾನಾನಂ, ಜಬರಟಗಾಂಡದಗ�"
projects/voice-clonning-b3160/databases/(default)/documents/Users/7qwNKq5y76MP2rykttcQnMDFowp2/Recordings/9Xw7oGef6DQhJ4sed8HA,. .
projects/voice-clonning-b3160/databases/(default)/documents/Users/0sE5KWxFtCRzfsnbXrodyDuYOos1/Recordings/BUjj3CHekSfKyXuKhBN6,...as shóna Monýčko! Mé mú dwá em licité a murav a chháli.
projects/voice-clonning-b3160/databases/(default)/documents/Users/EwxhVBBRrscMNFNVSwViqQU4YGY2/Recordings/4yppuMN6DWLzhnV4CCz6,♥
projects/voice-clonning-b3160/databases/(default)/documents/Users/49kZXqfHtITckndS13VjaNkQNIB3/Recordings/ZDPoFtDQpe7ClUkpzPxk,📢 Share this video with your friends on social media.
projects/voice-clonning-b3160/databases/(default)/documents/Users/wBl7gigDqxbRRVLO5yHPJFY0fP13/Recordings/3nXHH3ywmQ8MIkwYOXJL,Abone olmayı unutmayın.
projects/voice-clonning-b3160/databases/(default)/documents/Users/26D2J43M38T6lhyIXVkBHWk9CX22/Recordings/PPDCI5gzS017HnJkfv1Y,Alumni
projects/voice-clonning-b3160/databases/(default)/documents/Users/pEkAsvAO1idpLk4893P36EFvpYg1/Recordings/WefEbki1DIFNIvHs0gR1,and
projects/voice-clonning-b3160/databases/(default)/documents/Users/1JzLYA40sIPXIgLf7tfs9WEcNgd2/Recordings/Pl6NUnFtrzrIdHtUlrj6,and here we go
projects/voice-clonning-b3160/databases/(default)/documents/Users/14aBTmojVtZ88vQ9slMrv9Lz73J3/Recordings/nvlc2ZRCXLvknxurPKkW,As-salamu alaykum wa rahmatullah
projects/voice-clonning-b3160/databases/(default)/documents/Users/u0lWXLiQFpfUgd1cSMNfOfYSAVA3/Recordings/fu6LJhDCrqcNTJC9J9mx,Assalamualaikum warahmatullahi wabarakatuh.
projects/voice-clonning-b3160/databases/(default)/documents/Users/7YS42pilsHbyPPl6qCC1WbvNBp62/Recordings/JPdiOrVWKlXyiBmXB2R1,atau noожалat
projects/voice-clonning-b3160/databases/(default)/documents/Users/JGbeOtQEtTQUAQ1H6cCpCrryWsQ2/Recordings/1DzYLLaxcL3Yg45Ovxpb,avanz hey
projects/voice-clonning-b3160/databases/(default)/documents/Users/35m6d3QcZ8Tce48YVao7ao5Le5S2/Recordings/1OwlEkGNIUSGhRg1Q07U,BEEP
projects/voice-clonning-b3160/databases/(default)/documents/Users/SP8QzcjeR4aMwV5OyC786w7oP5u1/Recordings/pUwwLmwCAf6dDWUBI9ba,before.
projects/voice-clonning-b3160/databases/(default)/documents/Users/lzrE5y0RJuMBtqZLMEjXUEkc1Iv1/Recordings/1zMN3HqCQqSF1btpsQzR,Better.
projects/voice-clonning-b3160/databases/(default)/documents/Users/x98SZNBTD1YVLFSCm4se7FEsTMQ2/Recordings/nodwZcxXSb7MDFNHokG9,Bye bye.
projects/voice-clonning-b3160/databases/(default)/documents/Users/BsCHc2aO5EUPgw1mP1qs3zXicoA3/Recordings/YoWASHBAuWrAmE2x2BxP,Chakwak Kiratawil Jijanan Mayadawa Dasro Shundr Dapaasasur Peeswan Mayadawa
projects/voice-clonning-b3160/databases/(default)/documents/Users/26D2J43M38T6lhyIXVkBHWk9CX22/Recordings/w7elHdGrz2XyrMm5UzdR,Come on!
projects/voice-clonning-b3160/databases/(default)/documents/Users/ecbHVlxZZMSTxVtQ4N36gWaQkB53/Recordings/WuSaLhCZWvr8YXkjhuBJ,Ello.
projects/voice-clonning-b3160/databases/(default)/documents/Users/vk1ZQ4s934YNu8oLnbGeyr2YPaZ2/Recordings/h1KNFICQduuSCqrsdpjd,essert coffee
projects/voice-clonning-b3160/databases/(default)/documents/Users/26D2J43M38T6lhyIXVkBHWk9CX22/Recordings/sZkHGljEABdJGXyMRsOU,FMA P University Facebook page
projects/voice-clonning-b3160/databases/(default)/documents/Users/gFL9KN0OtcMkxBrZtuI3VmgHqaZ2/Recordings/8PIxkMNRWiDEP0rfRbjB,Gaa hadme omidraadtu ki ko.
projects/voice-clonning-b3160/databases/(default)/documents/Users/pEkAsvAO1idpLk4893P36EFvpYg1/Recordings/9WvraWwHzDPKDDEDwr1k,Get some sleep! bloooo
projects/voice-clonning-b3160/databases/(default)/documents/Users/pEkAsvAO1idpLk4893P36EFvpYg1/Recordings/loHla1giX4rKbieHsWF9,Gloh.
projects/voice-clonning-b3160/databases/(default)/documents/Users/pG36AgS6xRTKjGBfaEjEg1foY2i2/Recordings/d2DfKSH4vAYL5LFmFBU2,gloses
projects/voice-clonning-b3160/databases/(default)/documents/Users/kSFNeGigkTcXBvfhGJ5jFNnWt1V2/Recordings/oGA0PJNfLSnxfi663UA8,Go to Beadaholique.com for all of your beading supplies needs!
projects/voice-clonning-b3160/databases/(default)/documents/Users/2H3GRIU0YHTpltxmYDMX2Y88XTH2/Recordings/CToCZdK3xRRclFiTzEvr,Go to Beadaholique.com for all of your beading supply needs!
projects/voice-clonning-b3160/databases/(default)/documents/Users/wmRsjSeoaBcCh7vydVPRxHT5Qmt2/Recordings/AurbsSR9ZdwI4hhzQqb8,Hallo ea kanal budå vad ea kannast şey
projects/voice-clonning-b3160/databases/(default)/documents/Users/26D2J43M38T6lhyIXVkBHWk9CX22/Recordings/WSeeWRHBxlbp7PrNroko,He did not make that entire slide!
projects/voice-clonning-b3160/databases/(default)/documents/Users/pG36AgS6xRTKjGBfaEjEg1foY2i2/Recordings/6hzX7J9Ig7dpfWNOyNAV,Hej då!
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/uBVkANIKMJoDJXJpb71A,Hello
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/mbluNqO2kAPZLs1GALkC,Hello 2.0
projects/voice-clonning-b3160/databases/(default)/documents/Users/WUfctVfkpsfplZnpy0YdLamxspe2/Recordings/gwdmxnhrVt72eHNAYcEO,Hello Antalya.
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/MpDB99KhnGTjPxh7MsUg,HELLO hello hello hello hello hello hello?
projects/voice-clonning-b3160/databases/(default)/documents/Users/MULO6hiwlSNnnb3nc3EaAeMVWPH2/Recordings/V0fdSzgQqPnPTYBzFmEj,hello hello mic testing one two three hello
